"NUM","PAYS","PROV","ZS","POP","NUMSEM","DEBUTSEM","MALADIE","C328TNN","DTNN","C011MOIS","D011MOIS","C1259MOIS","D1259MOIS","C515ANS","D515ANS","CP15ANS","DP15ANS","TOTALCAS","TOTALDECES","LETAL","ATTAQ"
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,8,0,1,0,9,0,0,3.7
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"IRA            ",NA,NA,58,0,140,0,87,0,88,0,373,0,0,154
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"MENINGITE      ",NA,NA,0,0,3,0,0,0,0,0,3,0,0,1.2
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"PALUDISME SUSP ",NA,NA,58,0,189,0,130,0,139,0,516,0,0,213.1
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"PALUDISME CONF ",NA,NA,93,0,306,0,188,0,229,0,816,0,0,337
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"PFA            ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"ROUGEOLE       ",NA,NA,0,0,2,0,0,0,0,0,2,0,0,0.8
"RDCHL0KIN05","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,5,2022-01-31,"PNEUMONIE      ",NA,NA,30,0,44,0,16,0,19,0,109,0,0,45
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"IRA            ",NA,NA,142,0,187,0,96,0,106,0,531,0,0,224.4
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"MENINGITE      ",NA,NA,1,1,0,0,0,0,0,0,1,1,100,0.4
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"PALUDISME SUSP ",NA,NA,196,0,289,0,176,0,206,0,867,0,0,366.3
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"PALUDISME CONF ",NA,NA,44,0,67,1,34,0,87,0,232,1,0,98
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"PFA            ",NA,NA,0,0,0,0,1,0,0,0,1,0,0,0.4
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"ROUGEOLE       ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"TNN            ",NA,NA,1,1,0,0,0,0,0,0,1,1,100,0.4
"RDCHL0KIT05","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,5,2022-01-31,"PNEUMONIE      ",NA,NA,39,0,45,0,20,0,18,0,122,0,0,51.5
"RDCHL0LWB05","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,5,2022-01-31,"FIEVRE TYPHOIDE",NA,NA,0,0,1,0,0,0,0,0,1,0,0,1
"RDCHL0LWB05","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,5,2022-01-31,"IRA            ",NA,NA,56,0,80,0,27,0,33,0,196,0,0,194.3
"RDCHL0LWB05","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,5,2022-01-31,"MENINGITE      ",NA,NA,1,0,0,0,0,0,0,0,1,0,0,1
"RDCHL0LWB05","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,5,2022-01-31,"PALUDISME SUSP ",NA,NA,121,0,231,0,122,0,162,0,636,0,0,630.6
"RDCHL0LWB05","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,5,2022-01-31,"PALUDISME CONF ",NA,NA,102,0,196,1,95,0,136,0,529,1,0,524.5
"RDCHL0LWB05","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,5,2022-01-31,"ROUGEOLE       ",NA,NA,0,0,6,0,0,0,0,0,6,0,0,5.9
"RDCHL0LWB05","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,5,2022-01-31,"PNEUMONIE      ",NA,NA,15,0,21,0,5,0,2,0,43,0,0,42.6
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"CHOLERA        ",NA,NA,0,0,0,0,0,0,2,0,2,0,0,1
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,0,0,4,0,4,0,0,2
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"IRA            ",NA,NA,250,0,376,0,199,0,206,0,1031,0,0,518.3
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"PALUDISME SUSP ",NA,NA,316,0,565,0,298,0,410,0,1589,0,0,798.8
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"PALUDISME CONF ",NA,NA,45,1,87,2,29,0,33,0,194,3,2,97.5
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"PFA            ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.5
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"ROUGEOLE       ",NA,NA,9,0,37,0,1,0,1,0,48,0,0,24.1
"RDCHL0MAL05","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,5,2022-01-31,"PNEUMONIE      ",NA,NA,60,0,87,0,30,0,23,0,200,0,0,100.5
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"CHOLERA        ",NA,NA,0,0,7,0,6,0,7,0,20,0,0,8.9
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"COQUELUCHE     ",NA,NA,1,0,0,0,0,0,0,0,1,0,0,0.4
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"DIARR SANGLANTE",NA,NA,0,0,2,0,0,0,0,0,2,0,0,0.9
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"IRA            ",NA,NA,84,0,202,0,93,0,76,0,455,0,0,202.9
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"PALUDISME SUSP ",NA,NA,103,0,341,0,230,0,200,0,874,0,0,389.8
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"PALUDISME CONF ",NA,NA,21,3,42,2,16,0,11,0,90,5,6,40.1
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"ROUGEOLE       ",NA,NA,3,0,4,0,5,0,1,0,13,0,0,5.8
"RDCHL0MUK05","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,5,2022-01-31,"PNEUMONIE      ",NA,NA,5,0,3,0,0,0,1,0,9,0,0,4
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"CHOLERA        ",NA,NA,2,0,3,0,2,0,7,0,14,0,0,7.3
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"FIEVRE TYPHOIDE",NA,NA,3,0,25,0,10,0,17,0,55,0,0,28.8
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"IRA            ",NA,NA,67,0,241,0,11,0,139,0,458,0,0,239.5
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"MENINGITE      ",NA,NA,0,0,2,0,1,0,4,0,7,0,0,3.7
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"PALUDISME SUSP ",NA,NA,41,0,274,0,39,0,191,0,545,0,0,285
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"PALUDISME CONF ",NA,NA,14,3,67,3,8,0,35,0,124,6,5,64.9
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"ROUGEOLE       ",NA,NA,19,0,71,0,13,0,3,0,106,0,0,55.4
"RDCHL0MUL05","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,5,2022-01-31,"PNEUMONIE      ",NA,NA,9,0,32,0,1,0,0,0,42,0,0,22
"RDCHL0SON05","RDC","HAUT-LOMAMI   ","SONGA          ",127282,5,2022-01-31,"IRA            ",NA,NA,52,0,43,0,75,0,88,0,258,0,0,202.7
"RDCHL0SON05","RDC","HAUT-LOMAMI   ","SONGA          ",127282,5,2022-01-31,"PALUDISME SUSP ",NA,NA,21,0,60,0,59,0,158,0,298,0,0,234.1
"RDCHL0SON05","RDC","HAUT-LOMAMI   ","SONGA          ",127282,5,2022-01-31,"ROUGEOLE       ",NA,NA,2,0,0,0,0,0,0,0,2,0,0,1.6
"RDCHL0SON05","RDC","HAUT-LOMAMI   ","SONGA          ",127282,5,2022-01-31,"PNEUMONIE      ",NA,NA,18,0,10,0,7,0,10,0,45,0,0,35.4
"RDCHL0BAK06","RDC","HAUT-LOMAMI   ","BAKA           ",10682,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,0,0,1,0,1,0,0,9.4
"RDCHL0BAK06","RDC","HAUT-LOMAMI   ","BAKA           ",10682,6,2022-02-07,"IRA            ",NA,NA,2,0,3,0,3,0,5,0,13,0,0,121.7
"RDCHL0BAK06","RDC","HAUT-LOMAMI   ","BAKA           ",10682,6,2022-02-07,"PALUDISME SUSP ",NA,NA,8,0,82,0,84,0,98,0,272,0,0,NA
"RDCHL0BAK06","RDC","HAUT-LOMAMI   ","BAKA           ",10682,6,2022-02-07,"PALUDISME CONF ",NA,NA,4,0,6,0,2,0,8,0,20,0,0,187.2
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"CHOLERA        ",NA,NA,0,0,0,0,0,0,14,0,14,0,0,5.7
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,2,0,5,0,7,0,0,2.8
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"IRA            ",NA,NA,182,0,282,0,166,0,156,0,786,0,0,319.8
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"DECES MATERNELS",NA,NA,2,0,3,1,0,0,0,0,5,1,20,2
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"PALUDISME SUSP ",NA,NA,193,0,538,0,420,0,306,0,1457,0,0,592.8
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"PALUDISME CONF ",NA,NA,42,0,80,0,71,0,83,0,276,0,0,112.3
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"ROUGEOLE       ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0BUK06","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,6,2022-02-07,"PNEUMONIE      ",NA,NA,15,0,13,0,2,0,14,0,44,0,0,17.9
"RDCHL0BUT06","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,6,2022-02-07,"CHOLERA        ",NA,NA,0,0,9,0,8,1,15,2,32,3,9,23.1
"RDCHL0BUT06","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,10,0,6,0,16,0,0,11.5
"RDCHL0BUT06","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,6,2022-02-07,"IRA            ",NA,NA,42,0,57,0,48,0,39,0,186,0,0,134.2
"RDCHL0BUT06","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,6,2022-02-07,"PALUDISME SUSP ",NA,NA,71,0,153,0,103,0,146,0,473,0,0,341.2
"RDCHL0BUT06","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,6,2022-02-07,"ROUGEOLE       ",NA,NA,0,0,0,0,1,0,2,0,3,0,0,2.2
"RDCHL0BUT06","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,6,2022-02-07,"PNEUMONIE      ",NA,NA,0,0,5,0,4,0,0,0,9,0,0,6.5
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"CHOLERA        ",NA,NA,0,0,0,0,0,0,3,0,3,0,0,1.6
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"DIARR SANGLANTE",NA,NA,0,0,1,0,0,0,1,0,2,0,0,1.1
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,2,0,2,0,4,0,8,0,0,4.3
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"IRA            ",NA,NA,60,0,103,0,43,0,40,0,246,0,0,132
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"PALUDISME SUSP ",NA,NA,170,0,349,0,270,0,330,0,1119,0,0,600.4
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"PALUDISME CONF ",NA,NA,16,0,27,2,10,0,16,0,69,2,3,37
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"ROUGEOLE       ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.5
"RDCHL0KBD06","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,6,2022-02-07,"PNEUMONIE      ",NA,NA,7,0,13,0,11,0,4,0,35,0,0,18.8
"RDCHL0KBG06","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,0,0,2,0,2,0,0,0.9
"RDCHL0KBG06","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,6,2022-02-07,"IRA            ",NA,NA,123,0,129,0,88,0,32,0,372,0,0,161.3
"RDCHL0KBG06","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,6,2022-02-07,"PALUDISME SUSP ",NA,NA,182,0,202,0,51,0,96,0,531,0,0,230.3
"RDCHL0KBG06","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,6,2022-02-07,"PALUDISME CONF ",NA,NA,41,0,26,0,24,0,9,0,100,0,0,43.4
"RDCHL0KMN06","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,2,0,5,0,24,0,53,0,84,0,0,37.3
"RDCHL0KMN06","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,6,2022-02-07,"IRA            ",NA,NA,72,0,96,0,75,0,72,0,315,0,0,139.8
"RDCHL0KMN06","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,6,2022-02-07,"PALUDISME SUSP ",NA,NA,133,0,210,0,179,0,236,0,758,0,0,336.3
"RDCHL0KMN06","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,6,2022-02-07,"PALUDISME CONF ",NA,NA,8,0,33,0,22,0,32,0,95,0,0,42.2
"RDCHL0KNM06","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,6,2022-02-07,"DIARR SANGLANTE",NA,NA,0,0,0,0,0,0,1,0,1,0,0,0.5
"RDCHL0KNM06","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,9,0,10,0,25,0,44,0,0,21.1
"RDCHL0KNM06","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,6,2022-02-07,"IRA            ",NA,NA,103,0,109,0,66,0,79,0,357,0,0,170.9
"RDCHL0KNM06","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,6,2022-02-07,"MENINGITE      ",NA,NA,0,0,0,0,1,0,0,0,1,0,0,0.5
"RDCHL0KNM06","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,6,2022-02-07,"PALUDISME SUSP ",NA,NA,202,0,261,0,181,0,221,0,865,0,0,414.1
"RDCHL0KNM06","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,6,2022-02-07,"PALUDISME CONF ",NA,NA,33,0,51,0,28,0,33,0,145,0,0,69.4
"RDCHL0KNM06","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,6,2022-02-07,"ROUGEOLE       ",NA,NA,29,0,24,0,31,0,0,0,84,0,0,40.2
"RDCHL0KYB06","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,6,2022-02-07,"IRA            ",NA,NA,63,0,130,0,99,0,88,0,380,0,0,388.5
"RDCHL0KYB06","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,6,2022-02-07,"MENINGITE      ",NA,NA,0,0,0,0,1,0,0,0,1,0,0,1
"RDCHL0KYB06","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,6,2022-02-07,"PALUDISME SUSP ",NA,NA,116,0,238,0,162,0,151,0,667,0,0,681.9
"RDCHL0KYB06","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,6,2022-02-07,"PALUDISME CONF ",NA,NA,1,0,7,0,3,0,6,0,17,0,0,17.4
"RDCHL0KYB06","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,6,2022-02-07,"PNEUMONIE      ",NA,NA,12,0,14,0,5,0,6,0,37,0,0,37.8
"RDCHL0KID06","RDC","HAUT-LOMAMI   ","KINDA          ",61640,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,4,0,4,0,9,0,5,0,22,0,0,35.7
"RDCHL0KID06","RDC","HAUT-LOMAMI   ","KINDA          ",61640,6,2022-02-07,"IRA            ",NA,NA,52,0,66,0,43,0,24,0,185,0,0,300.1
"RDCHL0KID06","RDC","HAUT-LOMAMI   ","KINDA          ",61640,6,2022-02-07,"PALUDISME SUSP ",NA,NA,110,0,140,0,120,0,45,0,415,0,0,673.3
"RDCHL0KID06","RDC","HAUT-LOMAMI   ","KINDA          ",61640,6,2022-02-07,"PNEUMONIE      ",NA,NA,6,0,0,0,0,0,0,0,6,0,0,9.7
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"CHOLERA        ",NA,NA,0,0,5,0,5,1,0,0,10,1,10,4.1
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"DECES MATERNELS",NA,NA,0,0,0,0,0,0,1,1,1,1,100,0.4
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"DIARR SANGLANTE",NA,NA,0,0,3,0,8,0,8,0,19,0,0,7.8
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,1,0,2,0,1,0,4,0,0,1.7
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"IRA            ",NA,NA,89,0,171,0,112,0,83,0,455,0,0,187.9
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"MENINGITE      ",NA,NA,1,0,1,0,2,0,0,0,4,0,0,1.7
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"PALUDISME SUSP ",NA,NA,146,0,438,1,298,1,374,0,1256,2,0,518.7
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"ROUGEOLE       ",NA,NA,0,0,12,0,2,0,0,0,14,0,0,5.8
"RDCHL0KIN06","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,6,2022-02-07,"PNEUMONIE      ",NA,NA,28,0,44,0,18,0,16,0,106,0,0,43.8
"RDCHL0KIT06","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,6,2022-02-07,"IRA            ",NA,NA,143,0,176,0,113,0,135,0,567,0,0,239.6
"RDCHL0KIT06","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,6,2022-02-07,"MENINGITE      ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0KIT06","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,6,2022-02-07,"PALUDISME SUSP ",NA,NA,201,0,315,0,147,0,178,0,841,0,0,355.4
"RDCHL0KIT06","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,6,2022-02-07,"PALUDISME CONF ",NA,NA,48,1,72,2,33,1,84,0,237,4,2,100.1
"RDCHL0KIT06","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,6,2022-02-07,"ROUGEOLE       ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0KIT06","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,6,2022-02-07,"PNEUMONIE      ",NA,NA,42,0,68,0,29,0,23,0,162,0,0,68.5
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"CHOLERA        ",NA,NA,0,0,1,0,0,0,3,0,4,0,0,2
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"DECES MATERNELS",NA,NA,0,0,0,0,0,0,1,1,1,1,100,0.5
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,1,0,5,0,6,0,0,3
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"IRA            ",NA,NA,263,0,361,0,207,0,258,0,1089,0,0,547.5
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"PALUDISME SUSP ",NA,NA,434,0,641,0,370,0,481,0,1926,0,0,968.2
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"PALUDISME CONF ",NA,NA,36,5,66,4,25,0,46,0,173,9,5,87
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"PFA            ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.5
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"ROUGEOLE       ",NA,NA,8,0,40,0,10,0,0,0,58,0,0,29.2
"RDCHL0MAL06","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,6,2022-02-07,"PNEUMONIE      ",NA,NA,67,0,92,0,49,0,27,0,235,0,0,118.1
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"CHOLERA        ",NA,NA,0,0,1,0,9,0,10,0,20,0,0,8.9
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"DIARR SANGLANTE",NA,NA,0,0,0,0,1,0,0,0,1,0,0,0.4
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,6,0,12,0,18,0,0,8
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"IRA            ",NA,NA,81,0,182,0,120,0,89,0,472,0,0,210.5
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"MENINGITE      ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"PALUDISME SUSP ",NA,NA,152,0,379,0,274,0,220,0,1025,0,0,457.1
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"PALUDISME CONF ",NA,NA,19,3,44,5,20,0,11,0,94,8,9,41.9
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"ROUGEOLE       ",NA,NA,0,0,3,0,0,0,0,0,3,0,0,1.3
"RDCHL0MUK06","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,6,2022-02-07,"PNEUMONIE      ",NA,NA,5,0,7,0,4,0,3,0,19,0,0,8.5
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"CHOLERA        ",NA,NA,2,0,3,0,0,0,3,0,8,0,0,4.2
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"DECES MATERNELS",NA,NA,0,0,0,0,0,0,1,1,1,1,100,0.5
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"FIEVRE TYPHOIDE",NA,NA,0,0,14,0,15,0,12,0,41,0,0,21.4
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"IRA            ",NA,NA,67,0,226,0,4,0,126,0,423,0,0,221.2
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"MENINGITE      ",NA,NA,3,1,4,0,0,0,0,0,7,1,14,3.7
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"PALUDISME SUSP ",NA,NA,43,0,255,0,31,0,207,0,536,0,0,280.3
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"PALUDISME CONF ",NA,NA,8,2,84,2,6,0,35,0,133,4,3,69.6
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"ROUGEOLE       ",NA,NA,39,2,58,4,0,0,0,0,97,6,6,50.7
"RDCHL0MUL06","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,6,2022-02-07,"PNEUMONIE      ",NA,NA,21,0,15,0,2,0,0,0,38,0,0,19.9
"RDCHL0SON06","RDC","HAUT-LOMAMI   ","SONGA          ",127282,6,2022-02-07,"IRA            ",NA,NA,52,0,43,0,75,0,88,0,258,0,0,202.7
"RDCHL0SON06","RDC","HAUT-LOMAMI   ","SONGA          ",127282,6,2022-02-07,"PALUDISME SUSP ",NA,NA,21,0,60,0,59,0,158,0,298,0,0,234.1
"RDCHL0SON06","RDC","HAUT-LOMAMI   ","SONGA          ",127282,6,2022-02-07,"PALUDISME CONF ",NA,NA,12,0,8,0,58,0,81,0,159,0,0,124.9
